Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating,Avg_Sales_per_Outlet,Years_Since_Establishment,Visibility_per_Weight,Sales_per_Outlet_Type,Visibility_x_ItemType,Weight_x_ItemType,Rating_x_Visibility
Regular,FDH05,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.090896452,14.35,231.2984,4.7,143.1224806451613,8,0.0063342475261324045,141.21389506903353,0.009129105116977591,1.4412296139856857,0.42721332440000004
Regular,FDI41,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.062245149,18.5,145.8418,4.7,143.1224806451613,8,0.0033646026486486486,141.21389506903353,0.006251536729320661,1.8580312096679572,0.2925522003
Regular,FDO20,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.152099033,12.85,252.6382,4.7,143.1224806451613,8,0.011836500622568094,141.21389506903353,0.021985921466150415,1.8574680276897806,0.7148654551
Regular,FDC57,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.054584207,20.1,193.382,4.7,143.1224806451613,8,0.0027156321890547262,141.21389506903353,0.007890149363369707,2.905455825413587,0.2565457729
Regular,FDT27,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.069574013,11.395,232.8616,4.7,143.1224806451613,8,0.006105661518209742,141.21389506903353,0.003469313096914232,0.5682124838671829,0.3269978611
Low Fat,FDT34,Snack Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.291826616,9.3,107.1964,4.7,140.77759747747749,14,0.031379206021505374,140.29468975069253,0.04108787272087293,1.3093980992608238,1.3715850952
Low Fat,FDK51,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.008762556,19.85,266.6884,4.7,140.77759747747749,14,0.00044143858942065486,140.29468975069253,0.0007011689771207322,1.5883726387422272,0.0411840132
Low Fat,FDK04,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.087559621,7.36,55.2588,4.7,140.77759747747749,14,0.011896687635869565,140.29468975069253,0.008793973433767453,0.7391951190895225,0.41153021870000006
Low Fat,NCZ53,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.040969757,9.6,188.7214,4.7,140.77759747747749,14,0.004267683020833334,140.29468975069253,0.0024996214525401855,0.5857092573037662,0.19255785790000002
Regular,FDV04,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.251094747,7.825,156.6288,4.7,140.77759747747749,14,0.03208878555910543,140.29468975069253,0.025218479811334037,0.7858969846298252,1.1801453109000002
Regular,FDR22,Snack Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.031069993,19.35,112.0544,4.7,140.77759747747749,14,0.0016056843927648578,140.29468975069253,0.004374515029919043,2.7243928194297786,0.14602896710000002
Low Fat,FDO24,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.176069023,11.1,156.7604,4.7,141.4259824034335,11,0.015862074144144145,141.21389506903353,0.01338645159028511,0.8439281942977824,0.8275244080999999
Low Fat,FDQ24,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.073605395,15.7,249.6724,4.7,141.4259824034335,11,0.004688241719745224,141.21389506903353,0.005596186314677931,1.193664202745512,0.3459453565
Low Fat,NCH29,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.034445116,5.51,95.8726,4.7,141.4259824034335,11,0.00625138221415608,141.21389506903353,0.0021015440948022996,0.33617270913997416,0.1618920452
Low Fat,NCW54,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.096333029,7.5,57.8588,4.7,141.4259824034335,11,0.012844403866666666,141.21389506903353,0.010285469481403261,0.800774375219993,0.45276523630000004
Low Fat,NCP30,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.032741422,20.5,40.4822,4.7,141.4259824034335,11,0.0015971425365853657,141.21389506903353,0.003495798899448551,2.188783292267981,0.1538846834
Low Fat,FDQ46,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.103726639,7.51,110.6544,4.7,141.4259824034335,11,0.013811802796271637,141.21389506903353,0.014604243435410067,1.057374164026751,0.4875152033
Regular,FDY12,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.0,9.8,49.2008,4.7,141.4259824034335,11,0.0,141.21389506903353,0.0,0.7450897571277719,0.0
Low Fat,FDV38,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.102188428,19.25,54.3956,4.7,141.67863836206897,3,0.005308489766233766,141.67863836206897,0.008176992596034261,1.5403613751026635,0.4802856116
Low Fat,FDJ53,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.071548187,10.5,120.2098,4.7,141.67863836206897,3,0.006814113047619048,141.67863836206897,0.007185879158981579,1.0545582541358676,0.3362764789
Low Fat,FDE22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.029693277,9.695,159.792,4.7,141.67863836206897,3,0.0030627413099535844,141.67863836206897,0.004180679619852165,1.3650123196057726,0.13955840190000002
Regular,FDB14,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.103142373,20.25,94.612,4.7,141.67863836206897,3,0.005093450518518518,141.67863836206897,0.00785397161527631,1.541974656810982,0.4847691531
Regular,FDU58,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.029129907,6.61,188.4898,4.7,141.67863836206897,3,0.004406945083207261,141.67863836206897,0.004101359662090813,0.9306582189369941,0.1369105629
Regular,FDB23,Starchy Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.005611367,19.2,226.2062,4.7,141.67863836206897,3,0.00029225869791666667,141.67863836206897,9.744014032617622e-05,0.3334037310806054,0.0263734249
Low Fat,FDK24,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.10080442,,45.4744,4.7,139.80179101604278,7,,139.80179101604278,0.007664116409714889,,0.47378077400000007
Low Fat,FDW49,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.082152451,,179.9002,4.7,139.80179101604278,7,,139.80179101604278,0.006255654194415112,,0.3861165197
Low Fat,NCW53,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.030347404,,192.5162,4.7,139.80179101604278,7,,139.80179101604278,0.0018515370268684735,,0.14263279880000002
Low Fat,NCB18,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.041091215,,89.5514,4.7,139.80179101604278,7,,139.80179101604278,0.004387305602487387,,0.19312871050000002
Low Fat,DRD13,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.048841794,,64.7168,4.7,139.80179101604278,7,,139.80179101604278,0.002550111267159451,,0.22955643180000002
Low Fat,DRF01,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.174232377,,146.6102,4.7,139.80179101604278,7,,139.80179101604278,0.0090969620749736,,0.8188921719
Low Fat,FDN48,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.113720344,,89.9804,4.6,139.78708787878787,7,,140.29468975069253,0.008646108519535374,,0.5231135823999999
Regular,FDQ49,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.039057677,,155.963,4.6,139.80179101604278,7,,139.80179101604278,0.0005040882869881497,,0.17966531419999998
Low Fat,DRG27,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.105274111,8.895,39.9138,4.6,140.29769870967743,13,0.011835200786958967,141.21389506903353,0.008423905162736127,0.7117669834565294,0.4842609106
Low Fat,FDD03,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.079806266,13.3,232.53,4.6,142.05738688172042,9,0.006000471127819549,141.21389506903353,0.006385999461691893,1.0642496773436585,0.36710882359999997
Low Fat,NCE06,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.160178832,,160.2894,4.6,139.78708787878787,7,,140.29468975069253,0.017102280549102428,,0.7368226271999999
Regular,FDJ60,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.062655235,19.35,163.3184,4.6,140.95024779332616,10,0.0032379966408268733,141.21389506903353,0.004763650390707497,1.4711721224920804,0.288214081
Low Fat,FDG52,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.065576228,13.65,47.7402,4.6,141.4259824034335,11,0.004804119267399268,141.21389506903353,0.006586090715475772,1.370925730376628,0.3016506488
Low Fat,FDU59,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.096536082,5.78,162.8552,4.6,140.29769870967743,13,0.016701744290657437,141.21389506903353,0.0028429609975360788,0.17021940631233134,0.44406597719999996
Low Fat,DRK39,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.049942926,7.02,82.425,4.6,140.29769870967743,13,0.0071143769230769234,141.21389506903353,0.003996371645195354,0.5617317845828933,0.22973745959999997
Low Fat,DRL60,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.027101431,8.52,151.7682,4.6,140.29769870967743,13,0.003180919131455399,141.21389506903353,0.0014150107702686847,0.44484336501231964,0.12466658259999998
Regular,FDP48,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.044091657,7.52,182.995,4.6,140.29769870967743,13,0.0058632522606382985,141.21389506903353,0.003352269592397043,0.5717423442449842,0.20282162219999997
Regular,FDA35,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0539212639999999,14.85,123.0072,4.6,140.29769870967743,13,0.003631061548821542,141.21389506903353,0.004099610356916571,1.129039070749736,0.24803781439999953
Regular,FDQ40,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.036083537,11.1,175.4712,4.6,140.29769870967743,13,0.0032507690990990993,141.21389506903353,0.0036240182649301886,1.1148187258007742,0.16598427019999998
Regular,FDH44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.025912378,19.1,146.8418,4.6,140.29769870967743,13,0.001356669005235602,141.21389506903353,0.0037456353040009388,2.7609057843482345,0.11919693879999999
Regular,FDJ21,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03858813,16.7,144.6102,4.6,140.29769870967743,13,0.0023106664670658685,141.21389506903353,0.0054330348468849,2.3512847588877155,0.17750539799999998
Regular,FDW26,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.187443314,,220.4772,4.6,139.78708787878787,7,,140.29468975069253,0.014998983943212484,,0.8622392443999999
Regular,FDB35,Starchy Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.113139486,,92.9804,4.6,139.78708787878787,7,,140.29468975069253,0.0019646420190073915,,0.5204416355999999
Low Fat,FDB08,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.031103357,6.055,159.9578,4.6,142.05738688172042,9,0.0051368054500412885,141.21389506903353,0.004495991531620322,0.8752504986507098,0.14307544219999999
Low Fat,NCY18,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.031151633,7.285,173.2054,4.6,142.05738688172042,9,0.004276133562113933,141.21389506903353,0.003326057260354335,0.7778188431303531,0.1432975118
Low Fat,NCR38,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.113518466,17.25,253.5724,4.6,142.05738688172042,9,0.006580780637681159,141.21389506903353,0.012120357158277601,1.8417810630059837,0.5221849436
Low Fat,FDK21,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.010012319,7.905,250.4408,4.6,142.05738688172042,9,0.0012665805186590766,141.21389506903353,0.0014096894051390356,1.1129883843717001,0.0460566674
Low Fat,DRF01,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0,5.655,147.5102,4.6,142.05738688172042,9,0.0,141.21389506903353,0.0,0.29525695177754313,0.0
Regular,FDA02,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.029722659,14.0,143.4786,4.6,142.05738688172042,9,0.0021230470714285713,141.21389506903353,0.002378370695529743,1.1202628182564824,0.13672423139999998
Regular,FDD40,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.014793357,20.25,191.5162,4.6,142.05738688172042,9,0.0007305361481481481,141.21389506903353,0.0011837462717353045,1.6203801478352693,0.06804944219999999
Regular,FDM58,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.079690403,16.85,113.4544,4.6,142.05738688172042,9,0.004729400771513353,141.21389506903353,0.011220049700809575,2.372404083069342,0.3665758538
Regular,FDU24,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.140163038,6.78,94.212,4.6,142.05738688172042,9,0.020673014454277282,141.21389506903353,0.010656535096092924,0.515480464625132,0.6447499748
Low Fat,FDS55,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.081328781,7.02,150.0734,4.6,140.95024779332616,10,0.01158529643874644,141.21389506903353,0.011756078633345067,1.014741288278775,0.3741123926
Low Fat,FDC45,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.136008489,17.0,171.7106,4.6,140.95024779332616,10,0.008000499352941177,141.21389506903353,0.019660032670186556,2.457350698110994,0.6256390494
Low Fat,FDB33,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.014609738,17.75,160.4262,4.6,140.95024779332616,10,0.0008230838309859156,141.21389506903353,0.002111838227854042,2.5657632289100083,0.0672047948
Low Fat,NCP42,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.016143389,8.51,194.2478,4.6,140.95024779332616,10,0.001896990481786134,141.21389506903353,0.0017236282987211076,0.908611991082952,0.07425958939999999
Low Fat,NCL54,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.082921642,12.6,175.2054,4.6,140.95024779332616,10,0.006581082698412699,141.21389506903353,0.008853536808635458,1.345300950369588,0.3814395532
Low Fat,NCC07,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.023999722,19.6,104.0964,4.6,140.95024779332616,10,0.0012244756122448978,141.21389506903353,0.002562448318667136,2.0926903672415818,0.1103987212
Low Fat,FDP60,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.056235142,17.35,102.0016,4.6,139.42112354211662,5,0.00324121855907781,141.21389506903353,0.004275533499472017,1.3191129883843717,0.2586816532
Low Fat,FDI14,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.090185027,14.1,140.2496,4.6,139.42112354211662,5,0.006396101205673759,141.21389506903353,0.006867309928780946,1.0736712425202393,0.4148511242
Low Fat,FDJ07,Meat,2020,OUT017,Tier 2,High,Supermarket Type1,0.014505108,7.26,118.415,4.6,139.42112354211662,5,0.0019979487603305783,141.21389506903353,0.0007232982400563182,0.3620204153467089,0.06672349679999999
Low Fat,DRD12,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0.077630199,6.96,90.9146,4.6,139.42112354211662,5,0.01115376422413793,141.21389506903353,0.004053201754663851,0.3633931714185146,0.35709891539999994
Low Fat,DRN37,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0.096842096,9.6,166.1158,4.6,139.42112354211662,5,0.010087718333333334,141.21389506903353,0.005056286837967852,0.5012319605772615,0.44547364159999997
Low Fat,DRF37,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0.084809658,17.25,261.191,4.6,139.42112354211662,5,0.004916501913043478,141.21389506903353,0.004428053245336149,0.9006511791622669,0.3901244268
Regular,FDX35,Breads,2015,OUT045,Tier 2,High,Supermarket Type1,0.080072603,5.035,228.2036,4.6,140.95024779332616,10,0.015903198212512414,141.21389506903353,0.0023581160803707616,0.14827936172709139,0.3683339738
Regular,FDP28,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.080804019,13.65,261.1936,4.6,140.95024779332616,10,0.005919708351648352,141.21389506903353,0.008115480495600142,1.370925730376628,0.3716984874
Regular,FDJ27,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,0.122123201,17.7,100.7674,4.6,140.95024779332616,10,0.006899615875706215,141.21389506903353,0.0060896820867065585,0.8826117564237944,0.5617667246
Regular,FDF10,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.157246634,15.5,145.6418,4.6,140.95024779332616,10,0.010144944129032258,141.21389506903353,0.022139617599436816,2.1823301654347063,0.7233345163999999
Regular,DRC13,Soft Drinks,2015,OUT045,Tier 2,High,Supermarket Type1,0.0,8.26,122.573,4.6,140.95024779332616,10,0.0,141.21389506903353,0.0,0.43126833274668547,0.0
Regular,FDG12,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.00636189,6.635,121.1098,4.6,139.42112354211662,5,0.000958837980406933,141.21389506903353,0.000483691742344245,0.5044561774023231,0.029264693999999997
Regular,FDH50,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0.162348584,15.0,185.9266,4.6,139.42112354211662,5,0.010823238933333333,141.21389506903353,0.012362340844303647,1.1422034494896163,0.7468034863999999
Regular,FDE20,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.005561798,11.35,168.379,4.6,139.42112354211662,5,0.0004900262555066079,141.21389506903353,0.0008039581292971958,1.6406429660917516,0.025584270799999996
Regular,FDU03,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.092095924,18.7,183.3292,4.6,139.42112354211662,5,0.004924915721925134,141.21389506903353,0.004592369787633463,0.9324768274081896,0.42364125039999995
Low Fat,FDW59,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.020711996,13.15,82.7566,4.6,143.1224806451613,8,0.0015750567300380227,141.21389506903353,0.0006099625713950487,0.38726387422269154,0.0952751816
Low Fat,FDN32,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.015557426,17.5,184.7266,4.6,143.1224806451613,8,0.0008889957714285714,141.21389506903353,0.002248826567171184,2.52962571864367,0.0715641596
Low Fat,NCK05,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.077439606,20.1,60.6536,4.6,143.1224806451613,8,0.0038527167164179098,141.21389506903353,0.0047246973037662785,1.2263287574797608,0.35622218759999996
Low Fat,NCJ18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.163910938,12.35,119.2124,4.6,143.1224806451613,8,0.01327214072874494,141.21389506903353,0.01750075719582307,1.3186084711955883,0.7539903148
Low Fat,NCE30,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.09911729,16.0,210.7902,4.6,143.1224806451613,8,0.006194830625,141.21389506903353,0.01058274479643318,1.708318667135985,0.4559395339999999
Low Fat,FDX15,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.156269303,17.2,159.6578,4.6,143.1224806451613,8,0.009085424593023255,141.21389506903353,0.007792379886776957,0.8576792209315969,0.7188387937999999
Low Fat,FDT22,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.11207602,10.395,58.022,4.6,143.1224806451613,8,0.010781723905723906,141.21389506903353,0.015779798662442803,1.4635691657866947,0.515549692
Low Fat,FDR10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.010037996,17.6,163.5552,4.6,143.1224806451613,8,0.0005703406818181818,141.21389506903353,0.0014133046110524465,2.478000703977473,0.0461747816
Low Fat,DRL49,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.056418354,13.15,142.4812,4.6,143.1224806451613,8,0.004290369125475285,141.21389506903353,0.00294569606124604,0.6865833626657281,0.25952442839999995
Regular,FDF29,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.019930418,15.1,131.531,4.6,143.1224806451613,8,0.0013198952317880794,141.21389506903353,0.002001693981931245,1.516555203566819,0.09167992279999998
Regular,FDT56,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.115570552,16.0,57.5246,4.6,143.1224806451613,8,0.0072231595,141.21389506903353,0.016705728037545463,2.312800657045641,0.5316245392
Regular,FDN03,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.015087112,9.8,250.1408,4.6,143.1224806451613,8,0.0015395012244897959,141.21389506903353,0.0007523199108295201,0.4886776956470727,0.06940071519999999
Regular,FDW15,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.055103174,15.35,149.7734,4.6,143.1224806451613,8,0.00358978332247557,141.21389506903353,0.002747723682975478,0.7654288396104658,0.25347460039999997
Regular,FDU51,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.096495426,20.2,175.6028,4.6,143.1224806451613,8,0.004777001287128713,141.21389506903353,0.00481175126715945,1.0072744338847823,0.44387895959999996
Low Fat,FDQ14,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.103419257,9.27,148.105,4.6,140.77759747747749,14,0.011156338403451996,140.29468975069253,0.008275482022057962,0.7417740232312566,0.47572858219999997
Low Fat,DRC27,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.097251621,13.8,245.7802,4.6,140.77759747747749,14,0.007047218913043478,140.29468975069253,0.007781955358676523,1.1042590637099614,0.4473574565999999
Low Fat,DRE03,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.040550868,19.6,45.5718,4.6,140.77759747747749,14,0.0020689218367346937,140.29468975069253,0.0032448306906019005,1.5683679455590755,0.18653399279999996
Low Fat,FDD16,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.060847634,20.5,75.0696,4.6,140.77759747747749,14,0.002968177268292683,140.29468975069253,0.006111178540889358,2.0588994485509797,0.2798991164
Low Fat,FDT03,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.016735879,21.25,185.2608,4.6,140.77759747747749,14,0.0007875707764705882,140.29468975069253,0.0008345357943212484,1.0596327584183973,0.0769850434
Low Fat,FDG47,Starchy Foods,2011,OUT010,Tier 3,High,Grocery Store,0.116527666,12.8,261.4252,4.6,140.77759747747749,14,0.00910372390625,140.29468975069253,0.002023477011380969,0.22226915405373693,0.5360272636
Low Fat,FDG60,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.060649213,20.35,232.7616,4.6,141.4259824034335,11,0.002980305307125307,141.21389506903353,0.00461113340654699,1.5472016895459346,0.27898637979999996
Low Fat,FDS37,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.031918284,7.655,117.7492,4.6,141.4259824034335,11,0.004169599477465708,141.21389506903353,0.0024304782724392814,0.5829044937228676,0.1468241064
Low Fat,DRG03,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.061934991,14.5,154.4998,4.6,141.4259824034335,11,0.0042713786896551725,141.21389506903353,0.004955961969024991,1.1602722046227856,0.2849009586
Low Fat,FDB52,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.030410273,17.75,256.0672,4.6,141.4259824034335,11,0.0017132548169014085,141.21389506903353,0.0024333927239235014,1.4203332160037547,0.1398872558
Low Fat,FDK40,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.0,7.035,262.691,4.6,141.4259824034335,11,0.0,141.21389506903353,0.0,0.7065540302710314,0.0
Low Fat,NCZ53,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.024456797,9.6,186.6214,4.6,141.4259824034335,11,0.0025475830208333333,141.21389506903353,0.0014921429590519768,0.5857092573037662,0.11250126619999999
Low Fat,NCP41,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.016197216,16.6,108.8596,4.6,141.4259824034335,11,0.0009757359036144578,141.21389506903353,0.0009882145160154876,1.0127889240877626,0.0745071936
Low Fat,NCY42,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.015149955,6.38,144.047,4.6,141.4259824034335,11,0.0023746010971786836,141.21389506903353,0.0016175594332981343,0.681192068520474,0.069689793
Low Fat,NCO43,Others,2014,OUT013,Tier 3,High,Supermarket Type1,0.047059016,5.5,100.1016,4.6,141.4259824034335,11,0.008556184727272728,141.21389506903353,0.0009331190547929134,0.1090578434823419,0.2164714736
Low Fat,FDR46,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.139301634,16.85,144.976,4.6,141.4259824034335,11,0.008267159287833828,141.21389506903353,0.019613042449841606,2.372404083069342,0.6407875164
Low Fat,FDW58,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.007546808,20.75,104.1622,4.6,141.4259824034335,11,0.0003637015903614458,141.21389506903353,0.0010625565645899333,2.921506511791623,0.0347153168
Regular,FDX36,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.128176489,9.695,224.8404,4.6,141.4259824034335,11,0.013220885920577618,141.21389506903353,0.009745202965153115,0.7371066525871172,0.5896118494
Regular,FDM01,Breakfast,2014,OUT013,Tier 3,High,Supermarket Type1,0.094488485,7.895,100.7332,4.6,141.4259824034335,11,0.011968142495250158,141.21389506903353,0.001219492355977942,0.10189487269740702,0.43464703099999996
Regular,FDX38,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.0481669,10.5,48.8376,4.6,141.4259824034335,11,0.004587323809523809,141.21389506903353,0.003854256224334155,0.8401971136923619,0.22156773999999999
Regular,FDH53,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.019183756,20.5,83.7592,4.6,141.4259824034335,11,0.0009357929756097561,141.21389506903353,0.0019267036414408072,2.0588994485509797,0.08824527759999999
Regular,FDZ51,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.054507422,11.3,96.3094,4.6,141.4259824034335,11,0.004823665663716814,141.21389506903353,0.0027180164672063827,0.5634753021236655,0.2507341412
Regular,FDV57,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.065841719,15.25,179.866,4.6,141.4259824034335,11,0.004317489770491804,141.21389506903353,0.009270217388243577,2.1471312917986625,0.30287190740000003
Low Fat,FDV59,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0,13.35,217.6166,4.6,141.67863836206897,3,0.0,141.67863836206897,0.0,0.39315381907778946,0.0
Low Fat,FDT02,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02429329,12.6,33.4874,4.6,141.67863836206897,3,0.001928038888888889,141.67863836206897,0.0019439192514372873,1.0082365364308343,0.11174913399999999
Low Fat,DRD60,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.037383778,15.7,179.7634,4.6,141.67863836206897,3,0.002381132356687898,141.67863836206897,0.0019518692021588643,0.8197231021940632,0.17196537879999998
Low Fat,FDV35,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.128728258,19.5,155.3314,4.6,141.67863836206897,3,0.0066014491282051285,141.67863836206897,0.003791011704564121,0.5742696233720521,0.5921499868
Low Fat,FDK14,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.041273236,6.98,82.4934,4.6,141.67863836206897,3,0.005913071060171919,141.67863836206897,0.0031428288353866005,0.5315053384958348,0.18985688559999997
Low Fat,DRC27,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.058339153,13.8,246.2802,4.6,141.67863836206897,3,0.0042274748550724635,141.67863836206897,0.0046682274253197235,1.1042590637099614,0.26836010379999997
Low Fat,NCL53,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.036382524,7.5,177.9028,4.6,141.67863836206897,3,0.0048510032,141.67863836206897,0.0022197480323829636,0.4575853572685674,0.1673596104
Regular,FDK26,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.032308482,5.46,185.224,4.6,141.67863836206897,3,0.0059173043956043956,141.67863836206897,0.002460190639211545,0.4157620556142203,0.14861901719999998
Low Fat,FDD57,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.022291121,,93.6094,4.6,139.80179101604278,7,,139.80179101604278,0.0032221824559427433,,0.1025391566
